,Acc_ID,New_trsc_Amt,Contract_Date,Gender,Age,Job,Family,Cancellation,Deposit_Code
8590,052-454297-67718,10000,2023-07-13,여성,52,산업노동자,미혼,no,081-000521
10657,597-933434-71802,20000,2023-08-16,여성,41,서비스종사자,미혼,no,A23-000053
15841,009-927290-77099,40000,2023-11-16,여성,53,산업노동자,결혼,no,081-000143
17272,403-048451-15748,50000,2023-12-08,남성,40,산업노동자,미혼,no,A23-000051
14238,727-800087-64711,20000,2023-10-19,여성,44,주부,미혼,no,081-000302
10064,232-866406-35877,10000,2023-08-04,남성,53,회사원,결혼,no,081-000049
3371,143-937105-56808,10000,2023-04-21,남성,41,기술자,결혼,no,A23-000052
15601,195-770913-55085,20000,2023-11-13,남성,38,기업가,이혼,no,081-000341
883,227-134957-30216,40000,2023-03-17,남성,34,기술자,미혼,no,081-000065
14937,831-017180-66578,110000,2023-11-01,여성,41,서비스종사자,미혼,no,A23-000045
7521,813-902162-53375,20000,2023-06-27,남성,65,은퇴,미혼,no,081-000371
25400,238-800801-83642,10000,2024-04-23,여성,46,산업노동자,미혼,no,A23-000057
12570,674-384011-67793,20000,2023-09-15,남성,85,은퇴,결혼,no,081-000671
2613,258-425033-16803,10000,2023-04-12,남성,42,기업가,이혼,no,081-000042
19164,555-707770-19515,20000,2024-01-10,여성,29,산업노동자,결혼,no,A23-000062
16484,861-673194-60523,10000,2023-11-27,남성,41,산업노동자,미혼,no,081-000302
20086,888-503289-56282,10000,2024-01-24,여성,35,회사원,미혼,yes,A23-000031
20903,682-452548-01963,20000,2024-02-07,여성,55,주부,결혼,no,A23-000101
894,515-838118-25980,20000,2023-03-17,여성,29,기술자,이혼,yes,081-000303
2700,881-605690-51393,10000,2023-04-12,남성,43,회사원,이혼,no,081-000481
20233,722-804785-84243,30000,2024-01-26,여성,31,회사원,결혼,no,081-000063
6790,688-377822-74086,10000,2023-06-16,남성,38,산업노동자,미확인,no,081-000601
20518,407-379482-85856,40000,2024-01-31,남성,33,산업노동자,결혼,no,A23-000055
8030,180-619751-10792,20000,2023-07-05,남성,60,회사원,미혼,no,081-000481
19857,037-364121-15677,10000,2024-01-22,남성,54,기업가,미혼,no,A23-000046
25506,860-337543-80819,20000,2024-04-24,여성,45,회사원,미혼,no,081-000201
21134,615-194410-31546,20000,2024-02-13,여성,56,은퇴,이혼,yes,081-000101
25798,754-459388-36574,20000,2024-04-29,여성,35,기술자,미혼,no,081-000182
4458,659-107780-66655,50000,2023-05-11,남성,44,회사원,이혼,no,A23-000045
2884,051-470539-73529,10000,2023-04-14,남성,55,산업노동자,결혼,no,081-000391
11771,915-169098-46736,40000,2023-09-04,남성,32,기술자,이혼,yes,A23-000054
9235,458-159143-91764,30000,2023-07-24,여성,41,서비스종사자,이혼,no,A23-000042
1313,656-600126-83821,10000,2023-03-23,남성,51,기술자,이혼,yes,081-000201
9779,293-099023-55097,10000,2023-08-01,남성,38,자영업자,이혼,yes,A23-000042
5688,366-892383-78962,10000,2023-05-30,여성,46,서비스종사자,결혼,yes,081-000152
13969,226-594699-43312,30000,2023-10-16,남성,58,미확인,이혼,no,A23-0000510
17196,899-464498-67135,20000,2023-12-07,여성,33,산업노동자,미혼,no,A23-000046
7955,197-231163-12643,20000,2023-07-04,남성,57,은퇴,미혼,yes,081-000531
23643,073-411822-07083,10000,2024-03-25,남성,58,기업가,결혼,no,081-000061
4682,990-788665-22200,10000,2023-05-15,남성,36,자영업자,미혼,yes,A23-000059
4185,676-116062-59195,60000,2023-05-08,여성,39,서비스종사자,미혼,no,081-000551
24887,489-930319-51707,40000,2024-04-15,여성,51,회사원,결혼,no,081-000012
22117,099-093016-58358,70000,2024-02-28,여성,75,은퇴,이혼,no,081-000511
20092,086-405589-01301,20000,2024-01-24,여성,36,산업노동자,미혼,no,A23-000045
3003,388-984692-94002,10000,2023-04-18,남성,43,산업노동자,결혼,no,081-000075
6179,442-737382-92205,30000,2023-06-07,남성,73,은퇴,결혼,yes,081-000511
23174,531-722383-39753,20000,2024-03-18,여성,38,자영업자,미혼,no,081-000491
23467,615-099914-41071,40000,2024-03-21,여성,55,은퇴,미혼,no,081-000048
1776,408-908021-37112,10000,2023-03-30,여성,78,은퇴,미혼,no,081-000076
21310,691-600385-78539,10000,2024-02-15,남성,42,산업노동자,미혼,no,081-000013
9947,917-456824-02043,20000,2023-08-03,여성,48,산업노동자,이혼,no,081-000049
16066,186-818450-67795,30000,2023-11-20,여성,75,은퇴,미혼,no,081-000671
14799,946-039152-99080,50000,2023-10-30,남성,55,공무원,결혼,no,081-000271
7464,317-925749-43807,20000,2023-06-27,여성,31,산업노동자,미혼,no,A23-000045
17796,873-721071-69471,10000,2023-12-18,여성,42,산업노동자,결혼,no,081-000083
23420,449-183038-77895,30000,2024-03-20,여성,37,회사원,결혼,no,081-000076
10851,604-137264-15042,20000,2023-08-18,여성,29,회사원,결혼,no,A23-000054
1108,911-210009-43824,10000,2023-03-21,남성,39,기술자,미혼,no,081-000121
12345,782-660032-11407,20000,2023-09-13,여성,34,주부,이혼,no,081-000202
1198,266-237824-39848,30000,2023-03-22,남성,30,기업가,미혼,no,081-000091
23478,563-163462-87626,20000,2024-03-21,여성,39,공무원,결혼,no,081-000148
257,005-721330-69064,40000,2023-03-09,남성,31,기술자,미확인,no,081-000301
25257,793-354366-01292,10000,2024-04-19,남성,41,자영업자,결혼,no,081-000461
22753,042-883914-40198,10000,2024-03-11,여성,29,공무원,미확인,no,A23-000054
21226,454-086738-02920,30000,2024-02-14,여성,23,서비스종사자,결혼,no,081-000591
2102,787-447271-33723,30000,2023-04-05,남성,40,산업노동자,결혼,no,A23-0000511
15039,761-789364-00492,30000,2023-11-02,여성,38,공무원,미혼,no,081-000013
21293,074-890733-98077,10000,2024-02-14,남성,40,기술자,미확인,yes,081-000471
4086,344-777199-87487,70000,2023-05-03,남성,43,기술자,이혼,no,A23-000071
13887,032-976214-51904,10000,2023-10-13,여성,47,산업노동자,미혼,no,A23-000042
9998,794-734074-72549,10000,2023-08-04,남성,35,기업가,이혼,no,081-000091
7653,838-853312-77249,30000,2023-06-29,여성,56,은퇴,결혼,no,081-000353
5311,469-261255-92108,10000,2023-05-23,남성,48,회사원,이혼,no,081-000163
10315,332-466268-43064,20000,2023-08-10,남성,39,산업노동자,미혼,no,081-000049
24102,643-178469-27673,10000,2024-04-01,여성,41,자영업자,결혼,no,081-000461
18827,521-682455-24490,20000,2024-01-04,여성,46,회사원,결혼,no,081-000305
18093,286-442827-21419,10000,2023-12-22,남성,29,미취업자,결혼,no,081-000076
14375,717-249376-06578,10000,2023-10-20,여성,36,서비스종사자,미혼,no,081-000071
11042,357-395456-23178,10000,2023-08-22,여성,63,은퇴,미혼,no,A23-000101
4863,038-598415-85308,30000,2023-05-17,여성,8,미취업자,미혼,no,081-000171
2125,243-851571-34519,20000,2023-04-05,여성,36,산업노동자,결혼,no,081-000143
16208,309-724771-61913,30000,2023-11-22,남성,40,기술자,결혼,no,A23-000091
1993,925-373033-07865,20000,2023-04-04,여성,36,회사원,결혼,no,081-000084
3584,446-025372-64886,10000,2023-04-26,여성,50,회사원,미혼,no,081-000101
17112,869-167994-90518,10000,2023-12-07,여성,39,공무원,미혼,no,081-000013
13989,459-166549-99563,10000,2023-10-16,남성,37,기업가,미혼,no,A23-000044
20923,937-844889-16884,40000,2024-02-07,남성,24,서비스종사자,미혼,no,A23-000057
23574,658-643180-80181,50000,2024-03-22,남성,48,산업노동자,결혼,no,081-000271
7501,378-161110-33694,10000,2023-06-27,남성,30,자영업자,이혼,no,081-000181
16771,913-209518-20869,140000,2023-12-01,여성,72,기술자,미혼,no,081-000191
16138,107-846271-30866,20000,2023-11-21,여성,36,기술자,결혼,no,A23-000062
3254,742-269442-90921,10000,2023-04-20,남성,59,산업노동자,결혼,no,081-000143
6072,886-506325-96158,10000,2023-06-05,남성,28,산업노동자,결혼,no,081-000047
16927,279-395628-14172,20000,2023-12-05,남성,33,회사원,이혼,no,081-000046
10965,138-197867-18009,10000,2023-08-21,여성,36,공무원,이혼,no,081-000067
7996,794-141974-59267,10000,2023-07-04,남성,26,산업노동자,결혼,no,081-000048
8069,961-867536-22531,70000,2023-07-05,남성,43,자영업자,결혼,no,081-000651
16201,624-005309-09834,20000,2023-11-22,남성,30,기술자,미혼,no,081-000083
6579,237-410575-71950,30000,2023-06-14,여성,29,주부,미혼,no,081-000181
3191,211-249093-39172,10000,2023-04-19,남성,49,산업노동자,결혼,yes,081-000201
19099,040-519605-53896,10000,2024-01-09,여성,25,서비스종사자,결혼,yes,081-000331
21531,594-748746-35788,20000,2024-02-19,남성,73,산업노동자,미혼,yes,081-000561
25742,517-026255-91256,10000,2024-04-29,여성,24,서비스종사자,미혼,no,081-000571
13264,050-869151-27952,10000,2023-09-27,여성,52,주부,미혼,no,081-000013
8599,223-232180-50550,10000,2023-07-13,남성,59,은퇴,결혼,no,081-000147
11615,593-330870-88504,10000,2023-08-31,남성,36,회사원,미혼,no,A23-000081
10247,626-986621-05083,20000,2023-08-09,남성,41,미확인,미혼,no,081-000471
11762,300-383592-32711,260000,2023-09-04,남성,30,기술자,미혼,no,081-000143
9137,686-927372-11526,10000,2023-07-21,남성,52,산업노동자,결혼,no,081-000063
526,385-618348-26572,40000,2023-03-13,남성,23,군인,미혼,no,081-000322
11202,842-639137-74064,30000,2023-08-24,여성,36,서비스종사자,결혼,yes,081-000049
22867,006-373929-54619,40000,2024-03-12,여성,31,회사원,미혼,no,081-000421
15965,210-468480-79521,40000,2023-11-17,남성,36,기술자,결혼,no,081-000305
22952,714-047640-12195,10000,2024-03-13,여성,53,공무원,결혼,yes,081-000601
15911,396-066763-22186,10000,2023-11-17,여성,29,회사원,결혼,no,081-000071
12714,549-643199-70133,20000,2023-09-19,남성,31,기술자,미혼,no,081-000401
11639,661-315854-39021,10000,2023-09-01,여성,34,서비스종사자,이혼,no,081-000521
12895,382-200548-36014,10000,2023-09-21,남성,29,자영업자,결혼,no,081-000651
3939,505-912787-44222,10000,2023-05-01,여성,26,회사원,결혼,no,081-000062
17300,291-076453-55187,30000,2023-12-08,남성,69,은퇴,결혼,yes,081-000301
10102,503-230944-32680,20000,2023-08-07,여성,52,산업노동자,결혼,yes,081-000331
19778,664-768157-90499,20000,2024-01-19,여성,31,산업노동자,미혼,no,081-000411
21189,108-017191-00239,20000,2024-02-13,여성,55,산업노동자,결혼,yes,081-000305
9040,668-915997-21337,20000,2023-07-20,남성,72,군인,미혼,yes,081-000261
8757,049-125830-22467,10000,2023-07-14,남성,67,은퇴,미혼,yes,081-000531
15490,542-284668-10935,20000,2023-11-09,여성,33,산업노동자,이혼,no,081-000342
7683,930-105114-69383,60000,2023-06-29,남성,43,자영업자,이혼,no,081-000651
22347,394-771288-07671,10000,2024-03-04,남성,38,회사원,결혼,yes,081-000581
3766,850-975105-61675,10000,2023-04-28,남성,39,산업노동자,이혼,no,081-000204
1462,595-609391-58995,20000,2023-03-27,남성,59,기술자,미혼,no,081-000073
3738,531-226698-14808,60000,2023-04-27,남성,29,기술자,미혼,yes,081-000271
7154,883-137340-74062,10000,2023-06-22,여성,34,산업노동자,이혼,no,A23-000011
18602,722-647235-56575,20000,2024-01-02,여성,34,회사원,미혼,no,081-000046
805,544-837616-78042,10000,2023-03-16,남성,22,학생,미혼,no,A23-000059
11643,846-564274-68463,50000,2023-09-01,남성,40,기술자,이혼,no,A23-000062
11574,155-106983-62456,10000,2023-08-31,여성,53,미취업자,미혼,no,081-000621
16739,662-571139-52194,40000,2023-11-30,여성,52,산업노동자,결혼,no,A23-000041
18213,196-717713-60147,20000,2023-12-26,여성,56,산업노동자,결혼,no,081-000068
19340,240-959675-26867,10000,2024-01-12,남성,31,공무원,미혼,no,081-000041
15953,307-063224-77641,20000,2023-11-17,여성,38,산업노동자,미혼,no,081-000421
20096,289-011434-34358,10000,2024-01-24,여성,33,서비스종사자,결혼,no,081-000204
24073,352-532016-34344,20000,2024-04-01,여성,59,회사원,이혼,no,081-000421
934,890-127816-11616,10000,2023-03-20,남성,57,산업노동자,이혼,no,081-000149
18187,119-353724-95718,10000,2023-12-22,남성,41,산업노동자,미혼,no,081-000182
6336,308-434632-73001,10000,2023-06-09,여성,43,서비스종사자,이혼,no,081-000181
12061,851-967600-67855,10000,2023-09-08,남성,33,산업노동자,미혼,no,A23-000057
14373,441-239841-28731,10000,2023-10-20,남성,41,산업노동자,이혼,no,081-000148
11666,584-008051-95235,30000,2023-09-01,남성,82,은퇴,결혼,no,081-000671
8656,372-319174-19498,30000,2023-07-13,여성,28,자영업자,이혼,no,081-000491
19019,008-606127-42670,40000,2024-01-08,여성,36,회사원,결혼,no,A23-000011
22773,766-468465-34990,20000,2024-03-11,여성,32,기술자,결혼,no,081-000471
2354,358-384997-14238,30000,2023-04-07,여성,35,자영업자,이혼,no,081-000012
8441,668-073057-59411,10000,2023-07-11,남성,41,기술자,이혼,no,081-000302
16929,078-601639-33598,90000,2023-12-05,남성,50,미취업자,미혼,no,081-000191
20244,934-154995-71289,20000,2024-01-26,여성,36,자영업자,결혼,no,081-000013
24281,723-298022-57522,10000,2024-04-03,남성,52,서비스종사자,미혼,no,081-000301
20294,712-211948-09321,30000,2024-01-26,남성,51,기술자,미혼,no,081-000301
12859,886-335911-43229,60000,2023-09-20,남성,51,기술자,미혼,no,081-000181
15967,789-163226-74985,30000,2023-11-17,남성,45,산업노동자,미혼,no,081-000076
5098,584-817725-19705,40000,2023-05-19,여성,52,회사원,미혼,no,081-000571
7940,788-549291-90935,10000,2023-07-04,남성,21,회사원,미확인,no,081-000431
26080,977-589265-02536,10000,2024-05-02,남성,35,기술자,결혼,no,081-000064
7658,397-698587-24157,10000,2023-06-29,남성,40,회사원,결혼,no,081-000121
20372,460-723233-37950,70000,2024-01-29,여성,36,산업노동자,미혼,no,081-000611
6869,966-918370-35289,40000,2023-06-16,남성,32,기술자,결혼,no,A23-000058
1009,782-280598-41985,10000,2023-03-20,남성,34,회사원,결혼,no,081-000611
218,665-771782-74489,10000,2023-03-08,여성,53,공무원,결혼,yes,081-000302
15049,525-090447-35659,20000,2023-11-02,여성,39,기술자,미혼,no,081-000048
24068,123-587205-73387,10000,2024-04-01,여성,43,회사원,미확인,no,081-000075
13184,558-073796-84470,10000,2023-09-26,남성,54,산업노동자,미혼,no,A23-000054
12675,336-331271-98485,10000,2023-09-18,여성,27,회사원,결혼,no,081-000551
13827,728-987989-84818,10000,2023-10-12,여성,28,학생,결혼,no,081-000241
3934,399-680175-52108,30000,2023-05-01,여성,55,은퇴,결혼,no,081-000541
25752,931-415730-52402,10000,2024-04-29,남성,32,미확인,미혼,no,A23-000051
16993,447-368940-33428,10000,2023-12-05,여성,33,기술자,이혼,no,081-000077
23267,217-322110-35443,50000,2024-03-19,남성,31,기술자,결혼,no,A23-000071
10656,877-486370-60056,10000,2023-08-16,남성,46,미취업자,미혼,no,A23-000052
23056,698-432864-67441,60000,2024-03-15,여성,43,산업노동자,이혼,no,081-000204
24204,960-746470-72505,310000,2024-04-02,남성,83,군인,미혼,no,081-000261
16014,916-819494-92221,50000,2023-11-20,여성,31,산업노동자,미혼,no,081-000241
24588,479-815443-11684,90000,2024-04-08,남성,31,미취업자,결혼,yes,A23-000032
2275,596-884320-33241,10000,2023-04-07,남성,48,산업노동자,결혼,no,A23-000071
15180,338-078978-32591,10000,2023-11-06,여성,37,산업노동자,미혼,no,081-000145
3411,082-474542-63194,60000,2023-04-24,남성,34,공무원,결혼,no,081-000077
21115,662-005453-19346,20000,2024-02-13,남성,36,회사원,결혼,no,081-000063
13683,637-243272-22522,10000,2023-10-10,여성,34,회사원,미혼,no,081-000281
3125,162-365494-73248,40000,2023-04-19,남성,30,미취업자,미혼,no,081-000068
10134,728-710323-34366,10000,2023-08-07,여성,35,산업노동자,미혼,no,081-000144
6351,843-589356-56931,20000,2023-06-09,여성,27,회사원,결혼,yes,081-000065
12530,860-250173-43070,10000,2023-09-15,남성,33,산업노동자,미혼,yes,A23-000091
21647,952-117249-04762,10000,2024-02-21,남성,45,기술자,이혼,no,081-000201
21638,516-560440-33504,50000,2024-02-21,여성,15,공무원,결혼,no,081-000381
2019,978-019478-16434,20000,2023-04-04,남성,47,서비스종사자,이혼,no,081-000471
3520,646-331839-16086,10000,2023-04-25,남성,36,회사원,이혼,no,081-000013
5833,800-157909-85095,20000,2023-06-01,남성,57,기술자,미혼,no,081-000303
18062,566-129434-15803,20000,2023-12-21,남성,46,기업가,결혼,no,A23-000032
21299,122-872691-66536,20000,2024-02-15,남성,46,기업가,이혼,no,081-000064
7072,693-598331-95705,50000,2023-06-21,남성,26,산업노동자,미혼,no,081-000148
17876,252-717221-15000,20000,2023-12-19,여성,45,회사원,미혼,no,A23-000011
5827,551-239076-49887,10000,2023-06-01,남성,24,회사원,미혼,no,081-000601
18871,933-205495-29569,30000,2024-01-05,여성,36,회사원,이혼,no,081-000291
21712,742-766226-92153,40000,2024-02-21,여성,34,산업노동자,이혼,no,081-000352
18275,475-809421-69836,80000,2023-12-26,여성,36,산업노동자,이혼,no,A23-000011
4633,293-292300-02112,20000,2023-05-15,여성,36,서비스종사자,결혼,no,A23-000021
463,528-796442-64881,20000,2023-03-13,여성,59,회사원,결혼,no,081-000571
24725,819-370920-80969,20000,2024-04-11,남성,43,미확인,결혼,no,A23-0000512
2414,064-715734-43001,20000,2023-04-10,여성,55,공무원,이혼,no,081-000371
