,클래스ID,강의시작일,강의종료일,강사명,담당 매니저,강사 구분,언어(수업),총지급 강사료,클래스 수업료,class 종류,장소
171,qhZZTmyC,2023-03-27,2023-04-16,최호채,강하윤,F2/F5/F6,영어,"376,000","784,000",Group,"서울 강서구 마곡중앙로 177 (마곡동, 더넥센유니버시티)"
172,RD6hdfxC,2023-03-26,2023-06-20,최호채,장은서,F2/F5/F6,영어,"329,000","686,000",Group,"서울 강남구 강남대로 298 (역삼동, 푸르덴셜타워)"
173,h7Exe6Zy,2023-02-04,2023-05-10,최호채,문지후,F2/F5/F6,영어,"574,000","996,000",Group,"서울 관악구 관악로 1 (신림동, 서울대학교)"
174,5s7CbEvW,2023-04-01,2023-04-01,문서윤,문수민,F2/F5/F6,영어,0,"55,000",기타,"경기 용인시 기흥구 어정로 87-7 (상하동, 한국수자원공사)"
175,nUb86RS5,2023-03-18,2023-04-11,문호하,조서우,F4,영어,0,"6,995,000",Language lab,경북 경주시 양남면 나아1길 10 (나아리)
176,cPBq9OUP,2023-04-11,2023-06-14,문호하,조서우,F4,영어,0,0,Language lab,경북 경주시 양남면 나아1길 10 (나아리)
177,YvBVli5m,2023-04-14,2023-04-14,송서채,임예빈,F2/F5/F6,영어,"240,000","400,000",특강,"부산 금정구 공단동로55번길 19 (금사동, 동일고무벨트)"
178,E2gJMODj,2023-02-04,2023-07-14,서하준,이서윤,F4,영어,"472,500","1,008,000",1:1 (임원),"서울 마포구 상암산로 66 (상암동, CJ E&M CENTER)"
179,hNHkqH16,2023-02-02,2023-07-14,서하준,이서윤,F4,영어,"152,000","288,000",Group,
180,lx29Sbqr,2023-02-02,2023-07-14,서하준,이서윤,F4,영어,"114,000","216,000",Group,
181,RoIKVWeM,2023-02-02,2023-07-14,서하준,이서윤,F4,영어,"152,000","288,000",Group,
182,HwZYmUKk,2023-04-20,2023-06-22,서민민,조태현,Korean,영어,"120,000","299,298",Group,대전 유성구 대학로 87-1 (궁동)
183,v8E2moDt,2023-03-25,2023-05-23,서민민,장은우,Korean,영어,"388,500","840,000",1:1 (임원),"대전 대덕구 벚꽃길 71 (평촌동, KT&G)"
184,yXK5lJHK,2023-03-05,2023-05-23,서민민,장은우,Korean,영어,"420,000","840,000",1:1 (임원),"대전 대덕구 벚꽃길 71 (평촌동, KT&G)"
185,zTttGWHo,2023-03-25,2023-05-23,서민민,장은우,Korean,영어,"407,000","960,000",1:1 (임원),"대전 대덕구 벚꽃길 71 (평촌동, KT&G)"
186,OjLntwmy,2023-04-09,2023-05-23,서민민,장은우,Korean,영어,"222,000","480,000",1:1 (임원),"대전 대덕구 벚꽃길 71 (평촌동, KT&G)"
187,q1yDbo9O,2023-04-19,2023-05-23,서민민,장은우,Korean,영어,"55,500","120,000",1:1 (임원),"대전 대덕구 벚꽃길 71 (평촌동, KT&G)"
188,PlJqyKNK,2023-03-12,2023-04-11,서민민,장은우,Korean,영어,"240,000","480,000",Group,대전 유성구 죽동 55-5
189,H5OwFRsj,2023-04-12,2023-07-19,최성지,배도희,Korean,영어,"40,000","78,000",1:1 (임원),"대구 동구 동대구로 440 (신천동, LG텔레콤교환국)"
190,UAKcoSuE,2023-02-04,2023-05-07,최성지,최현우,Korean,영어,"520,000","1,120,500",Group,대구 수성구 수성동4가 1000-1
191,lI8WBzC2,2023-01-21,2023-04-22,오준준,한예원,Korean,영어,"280,000","729,750",Group,"경기 성남시 분당구 불정로 6 (정자동, 그린팩토리) 21-4"
192,15vVoK8l,2022-08-07,2023-05-09,오준준,박하은,Korean,영어,"240,000","510,000",1:1 (임원),"경기 용인시 기흥구 이현로30번길 107 (보정동, (주)녹십자)"
193,WpcCzIaq,2023-03-18,2023-05-20,오준준,오준희,Korean,영어,"172,000","360,000",Language lab,
194,zhma4mdl,2021-12-25,2023-05-13,오준준,강민성,Korean,영어,"200,000","375,000",1:1 (임원),
195,OitOnFcl,2022-11-13,2023-05-09,오준준,서지훈,Korean,영어,"240,000","660,000",1:1 (임원),"경기 성남시 분당구 판교역로 220 (삼평동, 쏠리테크)"
196,yl9hEpoG,2023-02-06,2023-07-23,박성채,서지훈,F2/F5/F6,중국어,"384,000","960,000",Group,"서울 강동구 상일로6길 26 (상일동, 글로벌엔지니어링센터)"
197,Tguj9CSX,2022-10-16,2023-07-23,장원아,이도윤,Korean,영어,"140,000","304,000",Co-Active Learning,"경기 화성시 삼성전자로 1 (반월동, 삼성전자(주))"
198,toiz1AEq,2022-11-07,2023-07-23,장원아,이도윤,Korean,영어,"245,000","532,000",Co-Active Learning,"경기 화성시 삼성전자로 1 (반월동, 삼성전자(주))"
199,XXn1Sh2M,2023-03-18,2023-06-21,강성채,강민성,Korean,영어,"152,000","320,000",Language lab,DHK빌딩 5층
200,ShKHRLm2,2022-08-06,2023-07-23,강성채,강민성,Korean,영어,"304,000","600,000",1:1 (임원),아이엔씨빌딩 3층
201,hh6wblAt,2022-10-27,2023-07-20,조후성,한예원,F4,영어,"160,000","340,000",Language lab,"경기 성남시 분당구 분당내곡로 117 (백현동, 크래프톤타워)"
202,pIZnUFVT,2023-01-21,2023-07-23,조후성,강민성,F4,영어,"360,000","680,000",1:1 (임원),분당구 판교로 255번길 24 아이엔씨빌딩 3층
203,DyJniKcP,2022-10-30,2023-07-23,조후성,송민재,F4,기타,"320,000","680,000",1:1 (임원),"경기 용인시 수지구 포은대로59번길 10 (상현동, 포레시아코리아 유한회사)"
204,xI0XsS60,2023-03-24,2023-04-22,유은아,유예준,F2/F5/F6,영어,0,"3,522,733",기타,"경기 고양시 덕양구 고양시청로 10 (주교동, 고양시청)"
205,dpN4QNeQ,2023-03-05,2023-06-20,김호우,조유진,F4,일본어,"550,000","1,045,000",Group,"전남 나주시 빛가람로 661 (빛가람동, 한전KDN(주))"
206,DfQNwUH7,2023-03-25,2023-04-22,장성현,오준희,Korean,인니어,"680,000","1,258,000",Group,"서울 서초구 남부순환로 2271 (방배동, CJ방배사옥)"
207,ZlHYYdu8,2023-04-17,2023-04-24,문후채,강시우,Korean,영어,"76,000","76,000",Language lab,"서울 강남구 테헤란로 432 (대치동, DB금융센터)"
208,LvO0nB7k,2023-04-15,2023-04-17,송윤아,강시우,Korean,영어,"325,000","1,080,000",특강,"경기 수원시 영통구 삼성로 130 (매탄동, 삼성전자공업단지)"
209,0YlXqe5b,2023-04-22,2023-05-10,송윤아,이도윤,Korean,영어,0,"6,042,000",Intensive,"경기 화성시 삼성전자로 1 (반월동, 삼성전자(주))"
210,l9oKP7Ky,2022-09-07,2023-07-23,송윤아,장은서,Korean,영어,"600,000","912,000",Co-Active Learning,경기 화성시 삼성전자로 1-1 (반월동)
211,AIkReu6p,2022-12-24,2023-07-23,송윤아,이도윤,Korean,영어,"440,000","608,000",Co-Active Learning,경기 화성시 삼성전자로 1-1 (반월동)
212,lOBY2upI,2023-02-04,2023-05-10,한우민,조유진,Korean,스페인어,"780,000","1,128,000",Group,"전남 나주시 전력로 55 (빛가람동, 한국전력공사) 2층 회의실 4번"
213,93vDszrx,2023-02-05,2023-05-10,이수후,문수민,Korean,스페인어,"572,000","940,000",Group,"대전 동구 송촌남로11번길 170 (용전동, 한국전력공사 대전충남지역본부)"
214,JtvzZD5P,2023-03-28,2023-04-19,문도민,장태양,Korean,영어,"840,000","1,800,000",Group,"경남 통영시 광도면 죽림1로 69 (죽림리, 통영고용센터)"
215,NLFcpn3Y,2023-04-18,2023-04-18,임하도,문지후,Korean,영어,"50,000","200,000",워크샵,"서울 성북구 정릉로 77 (정릉동, 국민대학교)"
216,G7A9GNqz,2023-04-16,2023-04-16,임하도,문지후,Korean,영어,"50,000","200,000",워크샵,"서울 노원구 화랑로 621 (공릉동, 서울여자대학교)"
217,HmWh156A,2023-04-15,2023-04-15,임하도,문지후,Korean,영어,"100,000","200,000",워크샵,"강원 원주시 흥업면 연세대길 1 (매지리, 연세대학교)"
218,VojqArlQ,2023-04-10,2023-04-10,임하도,문지후,Korean,영어,"50,000","200,000",특강,"서울 동대문구 이문로 107 (이문동, 한국외국어대학교)"
219,lmzprsAG,2023-01-21,2023-04-22,송지윤,김민준,F2/F5/F6,영어,"250,000","395,000",1:1 (임원),
220,9tmHrSkJ,2023-04-11,2023-06-14,임은성,조서우,Korean,영어,0,0,Language lab,경북 경주시 양남면 나아1길 10 (나아리)
221,MHfeoey6,2022-09-24,2023-07-23,임하민,박하은,Korean,영어,"210,000","720,000",Group,
222,x6LqHzA0,2022-08-14,2023-04-22,김후민,강시우,Korean,영어,"80,000","166,000",1:1 (임원),"서울 송파구 올림픽로 269 (신천동, 롯데캐슬골드) 5층"
223,eyezk7zh,2023-02-27,2023-07-23,강서서,한예원,F4,영어,"160,000","278,000",Group,"경기 성남시 분당구 불정로 6 (정자동, 그린팩토리)"
224,cUML6pSx,2023-01-19,2023-07-23,강서서,한예원,F4,영어,"400,000","695,000",Group,"경기 성남시 분당구 불정로 6 (정자동, 그린팩토리)"
225,rEdxQWuX,2023-04-10,2023-07-23,유서원,한예원,Korean,영어,"62,000","139,000",Group,"경기 성남시 분당구 불정로 6 (정자동, 그린팩토리)"
226,MzfmbaeK,2023-04-08,2023-05-13,유서원,이도윤,Korean,영어,"180,000","395,000",Co-Active Learning,"경기 화성시 삼성전자로 1 (반월동, 삼성전자(주))"
227,QjZRNB0G,2022-09-10,2023-07-23,박현현,장태양,Korean,영어,"300,000","600,000",1:1 (임원),전남 여수시 여수산단4로 56 (중흥동)
228,W2Jedj8I,2023-02-21,2023-05-23,조준준,장은우,F4,영어,"120,000","240,000",1:1 (임원),"광주 북구 하서로 300 (양산동, 케이티엔지광주제조창)"
229,GcXX6Q4s,2023-04-02,2023-05-02,임예민,이시윤,Korean,영어,"195,000","475,000",Group,서울 강남구 테헤란로 129 (역삼동)
230,GcXX6Q4s,2023-01-31,2023-04-02,임예민,이시윤,Korean,영어,"79,000","190,000",Group,서울 강남구 테헤란로 129 (역삼동)
231,ZHbou2f5,2023-01-31,2023-04-02,임예민,이시윤,Korean,영어,"78,000","190,000",Group,"서울 강남구 테헤란로 509 (삼성동, 엔씨타워 I)"
232,ZHbou2f5,2023-04-02,2023-05-02,임예민,이시윤,Korean,영어,"195,000","475,000",Group,"서울 강남구 테헤란로 509 (삼성동, 엔씨타워 I)"
233,tFCgQeUV,2023-03-25,2023-10-21,임예민,이시윤,Korean,영어,"351,000","855,000",Group,서울 강남구 테헤란로 129 (역삼동)
234,9Ym2fKCB,2023-01-30,2023-03-27,임예민,이서윤,Korean,영어,"39,000","90,000",1:1 (임원),"서울 강남구 영동대로 517 (삼성동, 아셈타워)"
235,NRjfBkll,2023-03-27,2024-01-16,임예민,이서윤,Korean,영어,"312,000","720,000",1:1 (임원),"서울 강남구 영동대로 517 (삼성동, 아셈타워)"
236,OabaGLZZ,2023-03-27,2023-12-11,임예민,이서윤,Korean,기타,"156,000","405,000",1:1 (임원),"서울 강남구 강남대로 492 (논현동, 한맥빌딩)"
237,Is0lOQ5n,2023-03-25,2023-06-25,임예민,박수호,Korean,영어,"273,000","560,000",Group,"서울 강남구 테헤란로 316 (역삼동, 메트라이프타워)"
238,g1VroFYx,2023-04-10,2023-04-24,임예민,황준영,Korean,영어,"156,000","340,000",Group,"서울 강남구 도산대로 449 (청담동, SI CHEONGDAM)"
239,BExzE7wS,2023-04-15,2023-07-12,임예민,이서윤,Korean,영어,"78,000","170,000",Group,
240,NDrVcPWV,2023-01-30,2023-04-12,임예민,정다인,Korean,기타,"234,000","570,000",Group,서울 송파구 송파대로 570 (신천동)
241,akbdghxa,2023-02-04,2023-04-12,임예민,정다인,Korean,영어,"195,000","385,000",Group,
242,djVGxaFF,2023-03-11,2023-07-23,임예민,유하늘,Korean,영어,"195,000","450,000",1:1 (임원),"서울 강남구 테헤란로 510 (대치동, 루첸타워)"
243,3iLIvOds,2023-04-10,2023-04-10,장예민,강주원,F4,영어,"120,000","571,428",Group,"서울 구로구 오리로22길 5 (궁동, 궁동종합사회복지관)"
244,SUUmBAPp,2023-03-24,2023-04-22,문수민,유예준,F4,영어,0,"3,522,727",기타,"경기 고양시 덕양구 고양시청로 10 (주교동, 고양시청)"
245,DGLerKrr,2023-02-25,2023-04-03,문수민,서민지,F4,영어,"520,000","1,200,000",Intensive,"서울 강남구 강남대로 488 (논현동, 대남빌딩)"
246,V5uA7p9Y,2023-04-11,2023-05-10,문수민,유예준,F4,영어,"456,000","1,140,000",Intensive,"서울 서대문구 신촌로 203 (대현동, 핀란드타워)"
247,XEfLwuqS,2023-02-04,2023-04-12,윤서현,정다인,Korean,영어,"216,000","462,000",Group,
248,UAEbFywj,2023-02-04,2023-04-12,윤서현,정다인,Korean,영어,"180,000","385,000",Group,
249,47EKaEt1,2023-02-04,2023-04-12,윤서현,정다인,Korean,영어,"180,000","385,000",Group,
250,im4VzcBR,2023-04-01,2023-04-10,윤서현,정다인,Korean,영어,"144,000","308,000",Group,서울 송파구 송파대로 570 (신천동)
251,DFDrUAON,2023-02-25,2023-04-01,서하채,임하린,Korean,영어,"148,000","220,000",Group,광주 광산구 하남산단6번로 107 (오선동)
252,SWSTaTa4,2023-04-15,2023-05-20,서하채,임하린,Korean,영어,"111,000","165,000",Group,광주 광산구 하남산단6번로 107 (오선동)
253,7IzuF05N,2023-04-16,2023-05-09,서하채,임하린,Korean,영어,"111,000","165,000",Group,광주 광산구 하남산단6번로 107 (오선동)
254,7IzuF05N,2023-03-12,2023-04-09,서하채,임하린,Korean,영어,"222,000","330,000",Group,광주 광산구 하남산단6번로 107 (오선동)
255,gYGW8DOJ,2023-03-05,2023-06-20,서하채,조유진,Korean,영어,"572,000","1,045,000",Group,"전남 나주시 빛가람로 661 (빛가람동, 한전KDN(주))"
256,74UwEPXP,2023-04-12,2023-05-03,한아예,황수현,Korean,영어,0,"100,000",1:1 (임원),"서울 강남구 강남대로 488 (논현동, 대남빌딩)"
257,kVxbpq8Q,2023-01-14,2023-05-07,황서채,문다온,F4,영어,"210,000","510,000",Group,
258,BYvEkEjZ,2023-01-29,2023-04-24,황서채,서민지,F4,영어,"245,000","560,000",Language lab,"서울 강남구 테헤란로108길 22 (대치동, 서경빌딩)"
259,V90M4HbQ,2023-02-21,2023-07-23,한준준,이서윤,Korean,영어,"456,000","1,020,000",Group,
260,4EYAnbLA,2023-02-25,2023-05-23,한준준,강태윤,Korean,영어,"361,000","840,000",1:1 (임원),"서울 강남구 영동대로 416 (대치동, 케이티앤지 타워)"
261,YeLGT2U1,2023-02-04,2023-04-17,한준준,정다인,Korean,영어,"304,000","616,000",Group,
262,KCeQqNpP,2023-02-04,2023-04-17,한준준,정다인,Korean,영어,"304,000","616,000",Group,
263,hNaMJcbP,2023-04-15,2023-06-26,정호채,조태현,Korean,영어,"140,000","399,064",Group,"대전 유성구 대덕대로 755 (화암동, 한국통신선로기술연구소)"
264,sluPlSz4,2023-04-20,2023-06-22,정호채,윤지민,Korean,영어,"111,000","376,629",Group,"세종특별자치시 한누리대로 253 (나성동, 에스빌딩)"
265,Ynmuowre,2023-03-26,2023-06-20,장민예,한채원,Korean,영어,"350,000","750,000",Group,"충북 진천군 이월면 고등1길 27 (노원리, SKC(주)진천공장)"
266,nvqKZg1r,2023-04-09,2023-04-29,장민예,조태현,Korean,영어,"260,000","332,000",Group,"충북 보은군 보은읍 장신로 40 (장신리, 한국전력공사보은지사)"
267,QMuP1V6a,2023-03-21,2023-06-20,이성채,김서진,F2/F5/F6,영어,"92,000","170,000",1:1 (임원),"경기 이천시 부발읍 경충대로 2091 (아미리, 에스케이하이닉스)"
268,amb22YBy,2023-03-02,2023-07-05,이성채,김서진,F2/F5/F6,영어,0,"5,000,000",1:1 (임원),
269,Sw0ENY8i,2022-09-07,2023-07-06,이성채,김서진,F2/F5/F6,영어,"184,000","340,000",1:1 (임원),
270,xdbDqFh8,2022-09-24,2023-07-06,이성채,김서진,F2/F5/F6,영어,0,0,1:1 (임원),
271,JmKKjMnj,2022-09-24,2023-07-06,이성채,오재윤,F2/F5/F6,영어,0,0,1:1 (임원),
272,7ih5C0lq,2022-09-24,2023-07-06,이성채,김서진,F2/F5/F6,영어,0,0,1:1 (임원),
273,PMIjftvG,2022-09-24,2023-07-06,이성채,김서진,F2/F5/F6,영어,0,0,1:1 (임원),
274,78GuzN12,2023-02-27,2023-07-05,이성채,김서진,F2/F5/F6,영어,0,0,1:1 (임원),
275,kUnE0MYq,2022-09-24,2023-07-06,이성채,김서진,F2/F5/F6,영어,0,0,1:1 (임원),
276,45nzQi1K,2022-09-24,2023-07-06,이성채,김서진,F2/F5/F6,영어,0,0,1:1 (임원),
277,NPS34zn3,2022-09-24,2023-07-06,이성채,김서진,F2/F5/F6,영어,0,0,1:1 (임원),
278,TIQG9pS3,2022-09-24,2023-07-06,이성채,오재윤,F2/F5/F6,영어,0,0,1:1 (임원),
279,kOYSTEZP,2022-09-24,2023-07-06,이성채,김서진,F2/F5/F6,영어,0,0,1:1 (임원),
280,k6hTK7U9,2022-09-24,2023-07-06,이성채,김서진,F2/F5/F6,영어,0,0,1:1 (임원),
281,0RIagHTc,2022-09-24,2023-07-06,이성채,김서진,F2/F5/F6,영어,0,0,1:1 (임원),"경기 이천시 부발읍 경충대로 2091 (아미리, 에스케이하이닉스)"
282,72oQZKaL,2022-12-17,2023-07-06,이성채,김서진,F2/F5/F6,영어,0,0,1:1 (임원),"경기 이천시 부발읍 경충대로 2091 (아미리, 에스케이하이닉스)"
283,QtRDIApJ,2023-03-18,2023-05-02,이성채,오재윤,F2/F5/F6,영어,"46,000","95,000",Language lab,경기 이천시 대산로288번길 107 (고담동)
284,W5xy0lXt,2023-03-18,2023-05-02,이성채,오재윤,F2/F5/F6,영어,"46,000","95,000",Language lab,경기 이천시 대산로288번길 107 (고담동)
285,krkuQDkj,2023-03-24,2023-04-22,오성수,유예준,F2/F5/F6,영어,0,"3,522,727",기타,"경기 고양시 덕양구 고양시청로 10 (주교동, 고양시청)"
286,sKpJJO1S,2023-02-14,2023-05-16,김민성,강태윤,F2/F5/F6,영어,"315,000","700,000",1:1 (임원),"서울 서초구 강남대로 327 (서초동, 대륭서초타워)"
287,A3YpV2WK,2023-02-07,2023-06-20,윤예후,황준영,F2/F5/F6,영어,"150,000","390,000",Co-Active Learning,105호
288,MXNWrgs5,2023-04-12,2024-04-17,윤예후,강시우,F2/F5/F6,영어,"180,000","380,000",1:1 (임원),"경기 수원시 영통구 삼성로 130 (매탄동, 삼성전자공업단지)"
289,H9LbCO0q,2021-09-20,2023-10-22,김예채,서민지,F2/F5/F6,영어,"400,000","800,000",1:1 (임원),
290,hRqXNyH6,2023-01-14,2023-04-03,박채아,송예은,Korean,영어,"175,500","355,500",Group,"부산 기장군 기장읍 기장대로 560 (신천리, 기장군청)"
291,XJSa1lSN,2023-01-14,2023-04-03,박채아,송예은,Korean,영어,"175,500","355,500",Group,"부산 기장군 기장읍 기장대로 560 (신천리, 기장군청)"
292,MDtehAZh,2023-04-17,2023-07-10,박채아,송예은,Korean,영어,"117,000",0,Group,"부산 기장군 기장읍 기장대로 560 (신천리, 기장군청)"
293,zeLA5A9g,2023-04-17,2023-07-10,박채아,송예은,Korean,영어,"117,000",0,Group,"부산 기장군 기장읍 기장대로 560 (신천리, 기장군청)"
294,IovXUWls,2023-01-10,2023-04-09,박채아,송예은,Korean,영어,"234,000","474,000",Group,부산 기장군 정관읍 정관중앙로 100 (방곡리)
295,NDXkestZ,2023-01-10,2023-04-09,박채아,송예은,Korean,영어,"234,000","474,000",Group,부산 기장군 정관읍 정관중앙로 100 (방곡리)
296,8t1FhKc0,2023-04-18,2023-04-25,박채아,송예은,Korean,영어,"58,500","118,500",Group,부산 기장군 정관읍 정관중앙로 100 (방곡리)
297,r3Hg4TcW,2023-04-20,2023-04-26,박채아,송예은,Korean,영어,"97,500","197,500",Group,부산 기장군 정관읍 정관중앙로 100 (방곡리)
298,4lcVXnBV,2023-04-18,2023-04-25,박채아,송예은,Korean,영어,"58,500","118,500",Group,부산 기장군 정관읍 정관중앙로 100 (방곡리)
299,14cpZNzO,2023-01-09,2023-03-27,박채아,송예은,Korean,영어,"78,000","200,000",Group,"부산 기장군 기장읍 기장대로 560 (신천리, 기장군청)"
300,0ABa3E0Q,2023-04-22,2023-04-23,박채아,황도현,Korean,영어,"78,000","300,000",Group,"부산 연제구 중앙대로 1000 (연산동, 국민연금공단부산회관빌딩)"
301,WT9jUktl,2023-04-11,2023-05-10,강우민,유예준,Korean,영어,"480,000","1,140,000",Intensive,"서울 서대문구 신촌로 203 (대현동, 핀란드타워)"
